Structure;Propriétaire;Raison sociale;Nom;Ligne de commentaire;Contact principal;Civilité;Adresse électronique 1;Adresse électronique 2;Portable;Téléphone 1;Téléphone 2;Téléphone 3;Ville;État;Pays;Ligne d'adresse 1;Ligne d'adresse 2;Ligne d'adresse 3;Code Postal;Langue préférée;3 - Vos intérêts culturels;Domaine d'activité;Professionnel du spectacle;Partenaire;Vidy;Direction;Envoi;Tag;Médiation;2 - Newsletters spécifiques;1 - Newsletter générale (1x/semaine);Accepter les messages életroniques de l'institution;Courrier;Email;Remarque
1411;IMPCTCT_GLPI25896;VOILA;VOILA;;;;yvonnejulier@bluewin.ch;;;41269126041;;;Lausanne;;Suisse;RUE NEUVE 11;;;1003;fr;;;;;;;;;;;;F;;T;
1432;IMPCTCT_GLPI25896;SERV. AFFAIRES CULTURELLES;SERV. AFFAIRES CULTURELLES;;;;info.serac@vd.ch;;;41269124232;;;Lausanne Adm Cant;;Suisse;RUE DU GRAND-PRE 5;;;1014;fr;;;;;;;;;;;;T;;T;
1446;IMPCTCT_GLPI25896;ECOLE ATHENA;ECOLE ATHENA;;;;info@athenaschool.com;;;41213232284;41269123161;;Lausanne;;Suisse;Avenue de Mornex 2;;;1003;fr;;educ;;;;;;;;;;T;;T;
1548;IMPCTCT_GLPI25896;ESPACE VILLE DE GENEVE;ESPACE VILLE DE GENEVE;;;;communication.web@ville-ge.ch;;;41266841907;41266842255;;;;Suisse;;;;;fr;;;;;;;;;;;;T;;T;
1778;IMPCTCT_GLPI25896;CINEMATHEQUE SUISSE - PENTHAZ;CINEMATHEQUE SUISSE;;;;info@cinematheque.ch;;;41266772223;;;Penthaz;;Suisse;CHEMIN DE LA VAUX 1;;;1303;fr;;;;;;;;envoinb20 envoieng20;;;;T;T;T;
1779;IMPCTCT_GLPI25896;CLINIQUE DE LA LIGNIERE;CLINIQUE DE LA LIGNIERE;;;;info@la-ligniere.ch;;;41266753294;;;Gland;;Suisse;La Lignière 5;;;1196;fr;;;;;;;;;;;;F;;T;
1780;IMPCTCT_GLPI25896;FONDATION LA BATIE FESTIVAL DE GENEVE;FONDATION LA BATIE FESTIVAL DE GENEVE;;;;contact@batie.ch;;;41229086950;;;Genève;;Suisse;CP 1525;;;1201;fr;;;;;;;;;;;;T;;T;
1784;IMPCTCT_GLPI25896;CENTRE D'ACCUEIL GENEVE INTER.;CENTRE D'ACCUEIL GENEVE INTER.;;;;welcome.cagi@etat.ge.ch;;;41266661460;;;Genève 20;;Suisse;ROUTE DE FERNEY 106;;;1211;fr;;;;;;;;;;;;T;;T;
1785;IMPCTCT_GLPI25896;CAGI - KIOSQUE CULTUREL DE L'ONU;CAGI - KIOSQUE CULTUREL DE L'ONU;;;;communication.cagi@etat.ge.ch;;;41266661346;;;Genève 20;;Suisse;PORTE NO 6;PALAIS DES NATIONS;AV. DE LA PAIX 14;1211;fr;;;;;;;;;;;;T;;T;
1794;IMPCTCT_GLPI25896;FONDATION LA RAMBARDE;FONDATION LA RAMBARDE;;;;carrefourmorges@rambarde.ch;;;41266651605;41584587330;;Lausanne;;Suisse;AV. DE MORGES 48;FOYER CARREFOUR15/18;;1004;fr;;;;;;;;;;;;T;;T;Carrefour-Morges  Av. de Morges 48 1004 Lausanne  Tél.  +41 (0)58 458 73 30  carrefourmorges@rambarde.ch     Demandes d'admission urgence  Tél +41 (0)58 458 73 33
1811;IMPCTCT_GLPI25896;L'ARC;L'ARC;;;;larc-scene-nationale@wanadoo.fr;;;41266632427;41792395159;;LE CREUSOT;;France;ESPACE FRANCOIS MITTERRAND;;;71200;fr;;;;;;;;;;;;T;;T;
1887;IMPCTCT_GLPI25896;MARKET MAGAZINE;MARKET MAGAZINE;;;;redaction@market.ch;;;41266530553;;;Geneve;;Suisse;49 ROUTE DES JEUNES;SBM SWISS BUSINESS MEDIA;;1227;fr;;;;;;;;;;;;T;;T;
1919;IMPCTCT_GLPI25896;AGEPOLY;AGEPOLY;;;;contact@agepoly.ch;;;;;;Lausanne;;Suisse;CP 120;;;1015;fr;;;;;;;;;;;;T;;T;
1942;IMPCTCT_GLPI25896;MAISON DES JEUNES;MAISON DES JEUNES;;;;administration@mdj.ch;;;41216431151;;;Lausanne-Bellevaux;;Suisse;CH. d'Entre-Bois 1;;;1000;fr;;;;;;;;;;;;T;;T;
1943;IMPCTCT_GLPI25896;CIE PHILIPPE SAIRE;CIE PHILIPPE SAIRE;;;;info@philippesaire.ch;;;41216200012;;;Lausanne;;Suisse;AVENUE DE SÉVELIN 36;;;1004;fr;;;;;;;;;;;;T;;T;
1949;IMPCTCT_GLPI25896;EDEVCOM;EDEVCOM;;;;quentin.roth@lausanne.ch;;;41264248775;;;Lausanne;;Suisse;CP 6904;ESCALIERS DU MARCHE;;1002;fr;;;;;;;;;;;;T;;T;
1952;IMPCTCT_GLPI25896;L'AGENDA;L'AGENDA;;;;info@l-agenda.ch;;;;;;Chavannes-De-Bogis;;Suisse;Chemin des Chalets 5;;;1279;fr;;;;;;;;;;;;T;;T;
1958;IMPCTCT_GLPI25896;ASSOCIATION HAMEAU-Z'ARTS;ASSOCIATION HAMEAU-Z'ARTS;;;;hameau-z-arts@bluewin.ch;;;41266601312;;;Payerne;;Suisse;Rte de la Corbière 1;;;1530;fr;;;;;;;;;;;;T;;T;
1965;IMPCTCT_GLPI25896;GRAAP;GRAAP;;;;info@graap.ch;;;41216431600;;;Lausanne;;Suisse;RUE DE LA BORDE 25;CP 693;;1001;fr;;;;;;;;handicapmental;;;;T;;T;
1966;IMPCTCT_GLPI25896;APPARTENANCES;APPARTENANCES;;;;info@appartenances.ch;;;41213411250;;;Lausanne;;Suisse;Rue des Terreaux 10;;;1003;fr;;;;;;;;social transculturalité envoiENG10;;;;T;;T;
1967;IMPCTCT_GLPI25896;UPC;UPC;;;;;;;;;;Lausanne;;Suisse;;;;1000;fr;;;;;;;;;;;;T;;T;
1974;IMPCTCT_GLPI25896;AMBASSADE D'ISRAEL EN SUISSE;AMBASSADE D'ISRAEL EN SUISSE;;;;culture@bern.mfa.gov.il;press@bern.mfa.gov.il;;41263226173;41313563500;41313563583;Bern 6;;Suisse;ALPENSTRASSE 32;;;3000;fr;;;;;;;;envoiENG;;;;T;;T;
1977;IMPCTCT_GLPI25896;STAGE ISABELLE BAUDET;STAGE ISABELLE BAUDET;;;;;;;41263224137;;;La Croix (lutry);;Suisse;CHEMIN DE SAVOIE 12;;;1090;fr;;;;;;;;;;;;T;;T;
1985;IMPCTCT_GLPI25896;OFFRE SERVICE CULTUREL;OFFRE SERVICE CULTUREL;;;;;;;;;;Genève;;Suisse;Route de Malagnou 17;;;1208;fr;;;;;;;;;;;;T;;T;
2016;IMPCTCT_GLPI25896;STAGE D'ECRITURE;STAGE D'ECRITURE;;;;;;;;;;;;;;;;;fr;;;;;;;;;;;;T;;T;
290059;IMPCTCT_GLPI25896;GUIDETVLOISIRS;GUIDETVLOISIRS;;;;info@generalmedia.ch;;;;;;Lausanne;;Suisse;Av. de Beaumont 80;;;1010;fr;;;;;;;;;;;;T;;T;
290074;IMPCTCT_GLPI25896;T P R;T P R;;;;info@tpr.ch;;;;;;La Chaux-De-Fonds;;Suisse;Rue de Beau-Site 30;;;2300;fr;;;;;;;;;;;;T;;T;
290076;IMPCTCT_GLPI25896;HEMU - HAUTE ECOLE DE MUSIQUE;HEMU - HAUTE ECOLE DE MUSIQUE;;;;info@hemu-cl.ch;;;41213213535;;;Lausanne;;Suisse;Rue de la Grotte 2;;CP 5700;1002;fr;;;;;;;;MusiqueActuelle;;;;T;F;T;
290385;IMPCTCT_GLPI25896;ECOLE DE DANSE CHRISTINE KOENIG;ECOLE PRIVEE DE DANSE CHRISTINE KOENIG;;;;sport@vevey.ch;;;41219228419;41219228419;;Vevey;;Suisse;RUE DES COMMUNAUX 10;;;1800;fr;;;;;;;;;;;;T;;T;
290387;IMPCTCT_GLPI25896;TRANSHELVETIA;TRANSHELVETIA;;;;;;;41217992479;;;Grandvaux;;Suisse;CHAUFOUR 9;;;1091;fr;;;;;;;;;;;;T;;T;
290391;IMPCTCT_GLPI25896;Espace CYRIL KOBLER;Espace CYRIL KOBLER;;;;ckobler@bluewin.ch;;;;;;Chêne-Bourg;;Suisse;52bis rue de Genève;;;1225;fr;;;;;;;;Photographie;;;;T;;T;
290393;IMPCTCT_GLPI25896;LE PETIT THÉÂTRE;LE PETIT THÉÂTRE;;;;info@lepetittheatre.ch;;;41213236213;;;Lausanne Vaud;;Suisse;PLACE DE LA CATHÉDRALE 12;;;1005;fr;music,theatre;;;PartCult;;;;envoiKIDS envoinb20;;;;T;;T;
290421;IMPCTCT_GLPI25896;LABORATOIRE SERONO;LABORATOIRE SERONO;;;;service@merckgroup.com;;;;;;Aubonne;;Suisse;ZI de l'Ouriettaz;Rue de l'Ouriette;;1170;fr;;;;;;;;;;;;F;;T;
290427;IMPCTCT_GLPI25896;JOURNALISTE;JOURNALISTE;;;;courrier@journaldemorges.ch;;;;;;Morges Vaud;;Suisse;;;;1110;fr;;;;;;;;;;;;T;;T;
290612;IMPCTCT_GLPI25896;MP INGENIEURS CONSEILS;MP INGENIEURS CONSEILS;;;;info@mping.ch;;;;;;Crissier Vaud;;Suisse;Rue du Centre 16;;;1023;fr;;;;;;;;;;;;F;;T;
290617;IMPCTCT_GLPI25896;MIS TREND;MIS TREND;;;;info@mistrend.ch;;;;;;Lausanne;;Suisse;Pont Charles Bessières 3;;;1005;fr;;;;;;;;;;;;T;;T;
290621;IMPCTCT_GLPI25896;ENSEMBLE ENSCENE;ENSEMBLE ENSCENE;;;;ees@ensemble-enscene.ch;c.pescia@ensemble-enscene.ch;;41213290282;;;Lausanne;;Suisse;CASE POSTALE 6437;;;1002;fr;;;;;;;;;;;;T;F;T;
290628;IMPCTCT_GLPI25896;PRO HELVETIA - ZURICH;PRO HELVETIA - ZURICH;;;;info@prohelvetia.ch;;;41442677171;;;Zürich;;Suisse;HIRSCHENGRABEN 22;;;8024;fr;;;;Rech;;;;;;;;T;F;F;
290642;IMPCTCT_GLPI25896;24 HEURES;RÉDACTION 24 HEURES;;294262;;courrierdeslecteurs@24heures.ch;;;41213494444;;;Lausanne;;Suisse;AVENUE DE LA GARE 33;CP 1052;;1003;fr;;;;;;;;envoinb20;;;;T;T;T;
290644;IMPCTCT_GLPI25896;VILLE LAUSANNE-SERV. IMMOBILIER;VILLE LAUSANNE-SERV. IMMOBILIER;;;;gerances@lausanne.ch;;;;;;Lausanne;;Suisse;Place Chauderon 7-9;;;1002;fr;;;;;;;;;;;;T;;T;
290651;IMPCTCT_GLPI25896;TKM THÉÂTRE KLÉBER-MÉLEAU;TKM THÉÂTRE KLÉBER-MÉLEAU;;;;tkm@t-km.ch;;;41216258400;;;Renens;;Suisse;Ch. de l'Usine à gaz 9;;;1020;fr;;;;PartCult;;;;envoinb20;;;;T;;T;dep 20, mag 9
290663;IMPCTCT_GLPI25896;THEATRE DU JORAT;THEATRE DU JORAT;;;;billetterie@theatredujorat.ch;info@theatredujorat.ch;;41219030755;41219030740;;Mezieres;;Suisse;RUE DU THEÂTRE 19;CP 14;;1083;fr;;;;PartCult;;;;envoinb20;;;;T;;T;
290667;IMPCTCT_GLPI25896;LA COMEDIE DE GENEVE;LA COMEDIE DE GENEVE;;;;contact@comedie.ch;;;41223205000;;;Genève 6;;Suisse;Promenade Louise-Boulaz 2;Case postale;;1211;fr;;;;PartCult;;;;envoinb10 envoinav10;;;false;T;;T;dépliant: 10
290671;IMPCTCT_GLPI25896;CENTRE CULTUREL DES TERREAUX;CENTRE CULTUREL DES TERREAUX;;;;administration@terreaux.org;;;;;;Lausanne;;Suisse;Administration;Chemin des Cèdres 5;;1004;fr;;;;;;;;;;;;T;;T;
290673;IMPCTCT_GLPI25896;MUDAC;MUDAC;;;;mudac@plateforme10.ch;;;41213152530;;;Lausanne;;Suisse;Plateforme 10;Place de la Gare 17;;1003;fr;;;;;;;;envoinb10;;;;T;;T;dep 20, mag 9
290680;IMPCTCT_GLPI25896;LE GRANIT, SCENE NATIONALE, BELFORT;LE GRANIT, SCENE NATIONALE, BELFORT;;;;reservation@grrranit.eu;;;;;;BELFORT;;France;Fbg. de Montbéliard 1;;;90000;fr;;;;;;;;;;;;T;;T;
290682;IMPCTCT_GLPI25896;MAISON DES ARTS DU LÉMAN;MAISON DES ARTS DU LÉMAN;;;;maison-des-arts@mal-thonon.org;;;33450713947;;;THONON LES BAINS;;France;Av. d'Evian 4bis;;;74200;fr;;;;;;;;;;;;T;;T;
290686;IMPCTCT_GLPI25896;MIGROS VAUD;MIGROS VAUD;;;;migrosvaud@gmvd.migros.ch;;;41585746000;;;Ecublens Vd;;Suisse;Chemin du Dévent;;;1024;fr;danse,debats,music,theatre;;;PartCom;;;;;;;;T;;T;
290697;IMPCTCT_GLPI25896;ALAMBICS THEATRE-ECOLE;ALAMBICS THEATRE-ECOLE;;;;info@theatrealambic.ch;;;41277229422;;;Martigny;;Suisse;RUE DU SIMPLON 1B;CP 412;;1920;fr;;;;;;;;;;;;T;;T;
290701;IMPCTCT_GLPI25896;COMMUNE DE CRISSIER;COMMUNE DE CRISSIER;;;;info@crissier.ch;;;;;;Crissier Vaud;;Suisse;Administration Communale;Ch. de Chisaz 1;CP 146;1023;fr;;;;;;;;;;;;T;;T;
290707;IMPCTCT_GLPI25896;COMPAGNIE MARIN;COMPAGNIE MARIN;;;;info@compagniemarin.ch;;;41215661930;;;Lausanne;;Suisse;Ch. du Levant 1;;;1005;fr;;;;;;;;;;;;T;F;T;
290713;IMPCTCT_GLPI25896;FONDATION MAURICE BEJART;FONDATION MAURICE BEJART;;;;communication@bejart.ch;;;;;;Lausanne;;Suisse;Av. du Léman 2;;;1005;fr;;;;;;;;;;;;T;;T;
290715;IMPCTCT_GLPI25896;THÉÂTRE EN DRACENIE;THÉÂTRE EN DRACENIE;;;;ccheldi@theatresendracenie.com;;;;;;DRAGUIGNAN VAR;;France;Bvd. Georges Clemenceau;;;83300;fr;;;;;;;;;;;;T;;T;
290753;sync;DRS;DRS;;;;;;;;;;Bern;;Suisse;Spitalgasse 4;;;3011;fr;;;;;;;;;;;;T;;T;
291004;IMPCTCT_GLPI25896;SCENE NATIONALE SENART;SCENE NATIONALE SENART;;;;accueil@theatre-senart.com;;;;;;COMBS-LA-VILLE;;France;Place Gaston Defferre;;;77385;fr;;;;;;;;;;;;T;;T;
291006;IMPCTCT_GLPI25896;Théâtre 71 Scène nationale Malakoff;Théâtre 71 Scène nationale Malakoff;;;;billetterie@malakoffscenenationale.fr;;;;;;MALAKOFF;;France;Place du 11 novembre 3;;;92240;fr;;;;;;;;;;;;F;;T;
291008;IMPCTCT_GLPI25896;HISTOIRE & VOYAGES;HISTOIRE & VOYAGES;;;;info@histoire-et-voyages.ch;;;;;;Lausanne Vaud;;Suisse;Rue William-Haldimand 11;;;1003;fr;;;;;;;;;;;;T;;T;
291010;IMPCTCT_GLPI25896;COLLEGE DU SUD;COLLEGE DU SUD;;;;infocsud@edufr.ch;;;41263059900;;;Bulle;;Suisse;RUE DE DARDENS 79;CP 480;;1630;fr;;;;;;;;;;;;T;;T;
291021;IMPCTCT_GLPI25896;HKB-BFH - HAUTE ECOLE DES ARTS BERNE;HKB-BFH - HAUTE ECOLE DES ARTS BERNE;;;;empfang@hkb.bfh.ch;simon.wyss@bfh.ch;;41318483838;;;Bern;;Suisse;Fellerstrasse 11;;;3027;fr;;educ;;;;;;;;;;F;T;T;
291030;IMPCTCT_GLPI25896;THEATRE SAINT-GERVAIS;THEATRE SAINT-GERVAIS;;;;billetterie@saintgervais.ch;;;;;;Genève;;Suisse;AV. DU TEMPLE 5;;;1201;fr;;;;;;;;envoiNB10 envoiNAVGE10;;;;T;;T;
291039;IMPCTCT_GLPI25896;LA HAYE;LA HAYE;;;;contact@la-haye.fr;;;;;;;;;;;;;fr;;;;;;;;;;;;T;;T;
291042;IMPCTCT_GLPI25896;REVUE DU SYNDICAT DE LA CRITIQUE PARIS;REVUE DU SYNDICAT DE LA CRITIQUE PARIS;;;;;;;;;;PARIS;;France;Hôtel de Massa;Rue du Faubourg Saint-Jacques 38;;75014;fr;;;;;;;;;;;;T;;T;
291044;IMPCTCT_GLPI25896;Théâtre DE CAEN;Théâtre DE CAEN;;;;theatre@caen.fr;;;;;;CAEN;;France;Bvd. Maréchal LeClerc 135;;;14000;fr;;;;;;;;;;;;T;;T;
291060;IMPCTCT_GLPI25896;édhéa;édhéa;;;;edhea@edhea.ch;;;;;;Sierre Valais;;Suisse;Rue Bonne-Eau 16;;;3960;fr;;;;;;;;ArtsVisuels;;;;T;;T;
291062;IMPCTCT_GLPI25896;THEATRE SEVELIN 36;THEATRE SEVELIN 36;;291061;;info@theatresevelin36.ch;;;41216200010;;;Lausanne;;Suisse;AV. DE SEVELIN 36;;;1004;fr;;;;PartCult;;;;envoinb20;;;;T;;T;
291083;IMPCTCT_GLPI25896;THEATRE BOULIMIE;THEATRE BOULIMIE;;;;info@theatreboulimie.com;;;41213129700;;;Lausanne;;Suisse;PLACE MARC-LOUIS-ARLAUD 1;;;1003;fr;;;;;;;;;;;;F;T;T;
291091;IMPCTCT_GLPI25896;JOURNAL DE L'OUEST;JOURNAL DE L'OUEST;;;;contact@renens.ch;;;;;;Renens Vaud;;Suisse;Rue de Lausanne 25;;;1020;fr;;;;;;;;;;;;T;;T;
291093;IMPCTCT_GLPI25896;POCHE/GVE;POCHE/GVE;;;;info@pochegve.ch;;;;;;Genève;;Suisse;Rue de la Boulangerie 4;;;1207;fr;;;;PartCult;;;;envoiNB10 envoiNAVGE10;;;;F;;F;
291096;IMPCTCT_GLPI25896;FOND.  FELLINI POUR LE CINEMA;FOND.  FELLINI POUR LE CINEMA;;;;info@fondation-fellini.ch;;;;;;Sion Valais;;Suisse;Rue de Saint-Guérin 36;;;1950;fr;;;;;;;;envoinb10;;;;T;;T;
291101;IMPCTCT_GLPI25896;COMMUNAUTE EMMAUS;COMMUNAUTE EMMAUS;;;;info@emmaus-vd.ch;;;;;;Etagnières Vaud;;Suisse;Rue de la Combe 39;;;1037;fr;;;;;;;;;;;;F;;T;
291108;IMPCTCT_GLPI25896;GYMNASE DE MORGES;ES II DE MORGES;;;;gymnase.morges@vd.ch;corinne.salamin@eduvaud.ch;;41213160420;;;Morges;;Suisse;AVENUE DE MARCELIN 33;;;1110;fr;;educ;;;;;;;;;;T;;T;
291112;IMPCTCT_GLPI25896;EPS DE CRISSIER;EPS DE CRISSIER;;;;ejan@crissier.ch;;;;;;Crissier;;Suisse;ROUTE DE MARCOLET 42;;;1023;fr;;educ;;;;;;;;;;T;;T;
291114;IMPCTCT_GLPI25896;MEDIA ONE;MEDIA ONE;;;;contact@mediaone.ch;;;;;;Lausanne;;Suisse;Av. de la Gare 4;;;1004;fr;;;;;;;;;;;;T;;T;
291523;IMPCTCT_GLPI25896;SAPHIR PRODUCT;SAPHIR PRODUCT;;;;;;;;;;Lausanne;;Suisse;Rue de Genève 84;;;1004;fr;;;;;;;;;;;;T;;T;
291542;IMPCTCT_GLPI25896;MANIAK - Lausanne;MANIAK - Lausanne;;;;maniakfashion.com@me.com;;;;;;Lausanne Vaud;;Suisse;Rue de Genève 7;Le Flon;;1003;fr;;;;;;;;envoinb10 EnvoiENG10;;;;T;;T;
291544;IMPCTCT_GLPI25896;PASSION-CULTURE;PASSION-CULTURE;;;;greffe@chavannes-de-bogis.ch;;;;;;Chavannes-De-Bogis;;Suisse;;;;1279;fr;;;;;;;;;;;;T;;T;
291547;IMPCTCT_GLPI25896;AUTREMENT AUJOURD'HUI;AUTREMENT AUJOURD'HUI;;;;contact@autrement-aujourdhui.ch;;;;;;Genève;;Suisse;Bvd. Carl-Vogt 7;;;1205;fr;;;;;;;;;;;;F;;T;
291549;IMPCTCT_GLPI25896;FESTIVAL D'AUTOMNE À PARIS;FESTIVAL D'AUTOMNE À PARIS;;;;initialeduprenom.nom@festival-automne.com;;;;;;PARIS;;France;156 Rue de Rivoli;;;75001;fr;;;;;;;;;;;;T;;T;
291551;IMPCTCT_GLPI25896;UTR - UNION DES THEATRES ROMANDS;UTR - UNION DES THEATRES ROMANDS;;;;admin@lafederation.ch;;;41329135384;;;Démoret;;Suisse;;;;1415;fr;;;;;;;;;;;;T;;T;
291560;IMPCTCT_GLPI25896;MAISON DE LA CULTURE CHAMBERY;MAISON DE LA CULTURE CHAMBERY;;;;;;;;;;CHAMBERY;;France;67 Place François Mitterrand;Carré Curial;BP 147;73001;fr;;;;;;;;;;;;T;;T;
291564;IMPCTCT_GLPI25896;ECOLE INTERNATIONALE GENEVE - ECOLINT;ECOLE INTERNATIONALE GENEVE - ECOLINT;;;;administration@ecolint.ch;;;41227872400;;;Genève;;Suisse;ROUTE DE CHÊNE 62;;;1208;fr;;;;;;;;envoinb10 envoinav10 envoieng10;;;;T;;T;
291566;IMPCTCT_GLPI25896;THEATRE DE LA COUPOLE;THEATRE DE LA COUPOLE;;;;;;;;;;SAINT LOUIS;;France;2 Croisée des Lys;;;68300;fr;;;;;;;;;;;;T;;T;
291755;IMPCTCT_GLPI25896;DIR. THEATRE BOURG-EN-BRESSE;DIR. THEATRE BOURG-EN-BRESSE;;;;o.payet@theatre-bourg.com;;;33474504000;;;BOURG-EN-BRESSE;;France;11 Place de la Grenette;;;1004;fr;;;;;;;;;;;;T;;T;
291759;IMPCTCT_GLPI25896;FHNW - FACHHOCHSCHULE NORDWESTSCHWEIZ;FHNW - FACHHOCHSCHULE NORDWESTSCHWEIZ;;;;info.ph@fhnw.ch;;;41848012210;;;Basel;;Suisse;;;;4058;fr;;;;;;;;;;;;T;;T;
291767;IMPCTCT_GLPI25896;MAGAZINE MURMURES;MAGAZINE MURMURES;;;;info@murmures.info;;;41227962361;;;Genève 28;;Suisse;Case Postale 54;;;1211;fr;;;;;;;;;;;;T;;T;
291778;IMPCTCT_GLPI25896;DIRECTRICE DES AFFAIRES CULTURELLES GE;DIRECTRICE DES AFFAIRES CULTURELLES GE;;;;communication.web@ville-ge.ch;;;41224186500;;;Genève;;Suisse;Route de Malagnou 17;;;1208;fr;;;;;;;;;;;;T;;T;
291782;IMPCTCT_GLPI25896;THEATRE DE BRETIGNY - ESPACE JULES VER;THEATRE DE BRETIGNY - ESPACE JULES VER;;;;contact@theatre-bretigny.fr;;;33160852085;;;BRETIGNY-SUR-ORGE ESSONNE;;France;Rue Henry Douard;;;91220;fr;;;;;;;;;;;;T;;T;
291796;IMPCTCT_GLPI25896;2b company;2b company;;;;info@2bcompany.ch;;;41215667032;;;Lausanne;;Suisse;;;;1003;fr;;;;;;;;;;;;T;;T;
291981;IMPCTCT_GLPI25896;SSRS - SYNDICAT SUISSE ROMAND DU SPECTACLE;SYNDICAT SUISSE ROMAND DU SPECTACLE;;;;info@ssrs.ch;;;;;;Lausanne 16;;Suisse;CP 91;;;1000;fr;;;;;;;;;;;;T;;T;
291984;IMPCTCT_GLPI25896;CENTRE DRAMATIQUE DES ALPES;CENTRE DRAMATIQUE DES ALPES;;;;contact@cdna.fr;;;41476007970;;;GRENOBLE CEDEX 2;;France;4 rue Paul Claudel;;;38034;fr;;;;;;;;;;;;T;;T;
291990;IMPCTCT_GLPI25896;THEATRE DE BEAUSOBRE;THEATRE DE BEAUSOBRE;;;;info@beausobre.ch;;;41218041565;;;Morges;;Suisse;AVENUE DE VERTOU 2;;;1110;fr;;;;;;;;envoinb10;;;;T;;T;
291995;IMPCTCT_GLPI25896;INSTITUT CONSEIL POUR LA CONSTRUCTION;INSTITUT CONSEIL POUR LA CONSTRUCTION;;;;;;;41213452565;;;Lausanne Vaud;;Suisse;avenue de Rumine 33;;;1005;fr;;;;;;;;;;;;T;;T;
291999;IMPCTCT_GLPI25896;CENTRE CULTUREL DE PORRENTRUY - CCDP;CENTRE CULTUREL DE PORRENTRUY - CCDP;;;;info@cultureporrentruy.ch;;;41324669219;;;Porrentruy;;Suisse;Allée des Soupirs 15;;;2900;fr;;;;;;;;envoinb10;;;;T;T;T;
292003;IMPCTCT_GLPI25896;EPS DES BERGIERES;EPS DES BERGIERES;;;;bergieres@lausanne.ch;;;41213156363;;;Lausanne;;Suisse;Avenue des Bergières 44;;;1004;fr;;educ;;;;;;;;;;T;F;T;
292012;IMPCTCT_GLPI25896;FESTIVAL CULLY CLASSIQUE;FESTIVAL CULLY CLASSIQUE;;;;info@lavauxclassic.ch;;;41213110229;;;Cully;;Suisse;Rue du Temple 23;;;1096;fr;;;;;;;;;;;;T;;T;
292018;IMPCTCT_GLPI25896;DFAE - DEPARTEMENT FEDERAL DES AFFAIRES ETRANGERES;DFAE;;;;info@eda.admin.ch;;;;;;Bern;;Suisse;PALAIS FÉDÉRAL OUEST;Bundesgasse 32;;3003;fr;;;;;;;;;;;;F;;T;
292023;IMPCTCT_GLPI25896;LITERARGYMNASIUM RAMIBUHL;ECOLE PRIVEE LITERARGYMNASIUM RAMIBUHL;;;;info@lgr.ch;;;41442656211;;;Zurich;;Suisse;Rämistrasse 56;;;8001;fr;;educ;;;;;;;;;;F;F;F;
292026;IMPCTCT_GLPI25896;COLLECTION DE L'ART BRUT;COLLECTION DE L'ART BRUT;;;;art.brut@lausanne.ch;;;41213152570;41213152570;;Lausanne;;Suisse;AVENUE BERGIÈRES 11;;;1004;fr;;;;PartCult;;;;envoinb20 artplastique envoiENG10;;;;T;T;T;
292029;IMPCTCT_GLPI25896;BEFH;BEFH;;;;info.befh@vd.ch;;;41213166124;;;Lausanne Adm Cant Vaud;;Suisse;Rue Caroline 11;;;1014;fr;;;;;;;;;;;;T;;T;
292031;IMPCTCT_GLPI25896;RAME;RAME;;;;larame.en.rose@gmail.com;;;;;;Tramelan Berne;;Suisse;;;;2720;fr;;;;;;;;;;;;T;;T;
292179;IMPCTCT_GLPI25896;INSTITUT LE ROSEY;INSTITUT LE ROSEY;;;;rosey@rosey.ch;;;;;;Rolle Vaud;;Suisse;CHATEAU DU ROSEY;;;1180;fr;;;;;;;;;;;;T;;T;
292181;IMPCTCT_GLPI25896;SCENES DU JURA/DOLE;SCENES DU JURA/DOLE;;;;contact@scenesdujura.com;;;;;;DOLE;;France;30, rue du Mont de Roland;;;39100;fr;;;;;;;;;;;;T;;T;
292184;IMPCTCT_GLPI25896;COLLEGE SAINT-MICHEL;ECOLE PRIVEE DE SAINT-MICHEL;;;;csmi-information@edufr.ch;;;41263054120;;;Fribourg;;Suisse;RUE ST-PIERRE-CANISIUS 10;;;1700;fr;;educ;;;;;;;;;;T;;T;
292325;IMPCTCT_GLPI25896;PRO INFIRMIS - LAUSANNE;PRO INFIRMIS - LAUSANNE;;;;;;;41587753434;;;Lausanne;;Suisse;Rue du Grand-Pont 2bis;Case postale 1189;;1001;fr;;;;;;;;RPinclusion handicapvisuel handicapauditif handicapmoteur envoinb10;AudioD;;;T;;T;
292334;IMPCTCT_GLPI25896;TNB RENNES;TNB RENNES;;;;info@t-n-b.fr;;;;;;RENNES;;France;1 rue Saint-Hélier;CS 54007;;35040;fr;;;;;;;;;;;;T;;T;
292341;IMPCTCT_GLPI25896;THEATRE MONFORT;THEATRE MONFORT;;;;reservation@theatresilviamonfort.eu;;;;;;PARIS;;France;RUE BRANCION 106;;;;fr;;;;;;;;;;;;T;;T;
292344;IMPCTCT_GLPI25896;AMDATHTRA;AMDATHTRA;;;;;;;;;;;;Suisse;;;;;fr;;;;;;;;;;;;T;;T;
292352;IMPCTCT_GLPI25896;FESTIVAL MIMOS DE PERIGUEUX;FESTIVAL MIMOS DE PERIGUEUX;;;;;;;;;;PERIGUEUX;;France;11 Rue Denfert Rochereau;;;24000;fr;;;;;;;;;;;;T;;T;
